"id","name","types","height","weight","abilities","egg_groups","stats","genus","description"
191,"Sunkern","[""grass""]",3.00,18.00,"[""early-bird"", ""solar-power"", ""chlorophyll""]","[""plant""]","{""hp"": 30, ""speed"": 30, ""attack"": 30, ""defense"": 30, ""special-attack"": 30, ""special-defense"": 30}","Seed PokÃ©mon","Sunkern tries to move as little as it possibly can. It does so
because it tries to conserve all the nutrients it has stored in its
body for its evolution. It will not eat a thing, subsisting only on
morning dew."
192,"Sunflora","[""grass""]",8.00,85.00,"[""early-bird"", ""solar-power"", ""chlorophyll""]","[""plant""]","{""hp"": 75, ""speed"": 30, ""attack"": 75, ""defense"": 55, ""special-attack"": 105, ""special-defense"": 85}","Sun PokÃ©mon","Sunflora converts solar energy into nutrition. It moves around
actively in the daytime when it is warm. It stops moving as
soon as the sun goes down for the night."
193,"Yanma","[""flying"", ""bug""]",12.00,380.00,"[""frisk"", ""compound-eyes"", ""speed-boost""]","[""bug""]","{""hp"": 65, ""speed"": 95, ""attack"": 65, ""defense"": 45, ""special-attack"": 75, ""special-defense"": 45}","Clear Wing PokÃ©mon","Yanma is capable of seeing 360 degrees without having to
move its eyes. It is a great flier that is adept at making sudden
stops and turning midair. This PokÃ©mon uses its flying ability
to quickly chase down targeted prey."
194,"Wooper","[""ground"", ""water""]",4.00,85.00,"[""unaware"", ""water-absorb"", ""damp""]","[""ground"", ""water1""]","{""hp"": 55, ""speed"": 15, ""attack"": 45, ""defense"": 45, ""special-attack"": 25, ""special-defense"": 25}","Water Fish PokÃ©mon","Wooper usually lives in water. However, it occasionally comes
out onto land in search of food. On land, it coats its body with
a gooey, toxic film."
195,"Quagsire","[""ground"", ""water""]",14.00,750.00,"[""unaware"", ""water-absorb"", ""damp""]","[""ground"", ""water1""]","{""hp"": 95, ""speed"": 35, ""attack"": 85, ""defense"": 85, ""special-attack"": 65, ""special-defense"": 65}","Water Fish PokÃ©mon","Quagsire hunts for food by leaving its mouth wide open in
water and waiting for its prey to blunder in unaware. Because
the PokÃ©mon does not move, it does not get very hungry."
196,"Espeon","[""psychic""]",9.00,265.00,"[""magic-bounce"", ""synchronize""]","[""ground""]","{""hp"": 65, ""speed"": 110, ""attack"": 65, ""defense"": 60, ""special-attack"": 130, ""special-defense"": 95}","Sun PokÃ©mon","It unleashes psychic power from the orb on its
forehead. When its power is exhausted, the orb
grows dull and dark."
197,"Umbreon","[""dark""]",10.00,270.00,"[""inner-focus"", ""synchronize""]","[""ground""]","{""hp"": 95, ""speed"": 65, ""attack"": 65, ""defense"": 110, ""special-attack"": 60, ""special-defense"": 130}","Moonlight PokÃ©mon","With its black fur, it blends into the darkness.
It bides its time, and when prey appears, this
PokÃ©mon goes for its throat, and then eats it."
198,"Murkrow","[""flying"", ""dark""]",5.00,21.00,"[""prankster"", ""super-luck"", ""insomnia""]","[""flying""]","{""hp"": 60, ""speed"": 91, ""attack"": 85, ""defense"": 42, ""special-attack"": 85, ""special-defense"": 42}","Darkness PokÃ©mon","Seen as a symbol of bad luck, itâ€™s generally
disliked. Yet it gives presentsâ€”objects that
sparkle or shineâ€”to Trainers itâ€™s close to."
199,"Slowking","[""psychic"", ""water""]",20.00,795.00,"[""regenerator"", ""own-tempo"", ""oblivious""]","[""water1"", ""monster""]","{""hp"": 95, ""speed"": 30, ""attack"": 75, ""defense"": 80, ""special-attack"": 100, ""special-defense"": 110}","Royal PokÃ©mon","This PokÃ©mon is so famed for its intellect that a
proverb still persists in some regions: â€œWhen in
doubt, ask Slowking.â€"
200,"Misdreavus","[""ghost""]",7.00,10.00,"[""levitate""]","[""indeterminate""]","{""hp"": 60, ""speed"": 85, ""attack"": 60, ""defense"": 60, ""special-attack"": 85, ""special-defense"": 85}","Screech PokÃ©mon","If you hear a sobbing sound emanating from a
vacant room, itâ€™s undoubtedly a bit of mischief
from Misdreavus."
201,"Unown","[""psychic""]",5.00,50.00,"[""levitate""]","[""no-eggs""]","{""hp"": 48, ""speed"": 48, ""attack"": 72, ""defense"": 48, ""special-attack"": 72, ""special-defense"": 48}","Symbol PokÃ©mon","This PokÃ©mon is shaped like ancient writing. It is a mystery as
to which came first, the ancient writings or the various Unown.
Research into this topic is ongoing but nothing is known."
202,"Wobbuffet","[""psychic""]",13.00,285.00,"[""telepathy"", ""shadow-tag""]","[""indeterminate""]","{""hp"": 190, ""speed"": 33, ""attack"": 33, ""defense"": 58, ""special-attack"": 33, ""special-defense"": 58}","Patient PokÃ©mon","Wobbuffet does nothing but endure attacksâ€”it wonâ€™t attack on
its own. However, it wonâ€™t endure an attack on its tail. When
that happens, the PokÃ©mon will try to take the foe with it using
Destiny Bond."
203,"Girafarig","[""psychic"", ""normal""]",15.00,415.00,"[""sap-sipper"", ""early-bird"", ""inner-focus""]","[""ground""]","{""hp"": 70, ""speed"": 85, ""attack"": 80, ""defense"": 65, ""special-attack"": 90, ""special-defense"": 65}","Long Neck PokÃ©mon","Girafarigâ€™s rear head contains a tiny brain that is too small for
thinking. However, the rear head doesnâ€™t need to sleep, so it
can keep watch over its surroundings 24 hours a day."
204,"Pineco","[""bug""]",6.00,72.00,"[""overcoat"", ""sturdy""]","[""bug""]","{""hp"": 50, ""speed"": 15, ""attack"": 65, ""defense"": 90, ""special-attack"": 35, ""special-defense"": 35}","Bagworm PokÃ©mon","Pineco hangs from a tree branch and patiently waits for prey to
come along. If the PokÃ©mon is disturbed while eating by
someone shaking its tree, it drops down to the ground and
explodes with no warning."
205,"Forretress","[""steel"", ""bug""]",12.00,1258.00,"[""overcoat"", ""sturdy""]","[""bug""]","{""hp"": 75, ""speed"": 40, ""attack"": 90, ""defense"": 140, ""special-attack"": 60, ""special-defense"": 60}","Bagworm PokÃ©mon","Forretress conceals itself inside its hardened steel shell.
The shell is opened when the PokÃ©mon is catching prey,
but it does so at such a quick pace that the shellâ€™s inside
cannot be seen."
206,"Dunsparce","[""normal""]",15.00,140.00,"[""rattled"", ""run-away"", ""serene-grace""]","[""ground""]","{""hp"": 100, ""speed"": 45, ""attack"": 70, ""defense"": 70, ""special-attack"": 65, ""special-defense"": 65}","Land Snake PokÃ©mon","Dunsparce has a drill for its tail. It uses this tail to burrow into
the ground backward. This PokÃ©mon is known to make its
nest in complex shapes deep under the ground."
207,"Gligar","[""flying"", ""ground""]",11.00,648.00,"[""immunity"", ""sand-veil"", ""hyper-cutter""]","[""bug""]","{""hp"": 65, ""speed"": 85, ""attack"": 75, ""defense"": 105, ""special-attack"": 35, ""special-defense"": 65}","Fly Scorpion PokÃ©mon","Gligar glides through the air without a sound as if it were
sliding. This PokÃ©mon hangs on to the face of its foe using
its clawed hind legs and the large pincers on its forelegs, then
injects the prey with its poison barb."
208,"Steelix","[""ground"", ""steel""]",92.00,4000.00,"[""sheer-force"", ""sturdy"", ""rock-head""]","[""mineral""]","{""hp"": 75, ""speed"": 30, ""attack"": 85, ""defense"": 200, ""special-attack"": 55, ""special-defense"": 65}","Iron Snake PokÃ©mon","Steelix lives even further underground than Onix.
This PokÃ©mon is known to dig toward the earthâ€™s core.
There are records of this PokÃ©mon reaching a depth of
over six-tenths of a mile underground."
209,"Snubbull","[""fairy""]",6.00,78.00,"[""rattled"", ""run-away"", ""intimidate""]","[""fairy"", ""ground""]","{""hp"": 60, ""speed"": 30, ""attack"": 80, ""defense"": 50, ""special-attack"": 40, ""special-defense"": 40}","Fairy PokÃ©mon","Its growls make its opponents uneasy. This
laid-back PokÃ©mon tends to sleep half the day."
210,"Granbull","[""fairy""]",14.00,487.00,"[""rattled"", ""quick-feet"", ""intimidate""]","[""fairy"", ""ground""]","{""hp"": 90, ""speed"": 45, ""attack"": 120, ""defense"": 75, ""special-attack"": 60, ""special-defense"": 60}","Fairy PokÃ©mon","More timid than Snubbull, this PokÃ©mon is doted
on by young people amused at the contrast
between its looks and its attitude."
211,"Qwilfish","[""poison"", ""water""]",5.00,39.00,"[""intimidate"", ""swift-swim"", ""poison-point""]","[""water2""]","{""hp"": 65, ""speed"": 85, ""attack"": 95, ""defense"": 85, ""special-attack"": 55, ""special-defense"": 55}","Balloon PokÃ©mon","Qwilfish sucks in water, inflating itself. This PokÃ©mon
uses the pressure of the water it swallowed to shoot toxic
quills all at once from all over its body. It finds swimming
somewhat challenging."
212,"Scizor","[""steel"", ""bug""]",18.00,1180.00,"[""light-metal"", ""technician"", ""swarm""]","[""bug""]","{""hp"": 70, ""speed"": 65, ""attack"": 130, ""defense"": 100, ""special-attack"": 55, ""special-defense"": 80}","Pincer PokÃ©mon","Once it has identified an enemy, this PokÃ©mon
smashes it mercilessly with pincers hard
as steel."
213,"Shuckle","[""rock"", ""bug""]",6.00,205.00,"[""contrary"", ""gluttony"", ""sturdy""]","[""bug""]","{""hp"": 20, ""speed"": 5, ""attack"": 10, ""defense"": 230, ""special-attack"": 10, ""special-defense"": 230}","Mold PokÃ©mon","Shuckle quietly hides itself under rocks, keeping its body
concealed inside its hard shell while eating berries it has
stored away. The berries mix with its body fluids to become
a juice."
214,"Heracross","[""fighting"", ""bug""]",15.00,540.00,"[""moxie"", ""guts"", ""swarm""]","[""bug""]","{""hp"": 80, ""speed"": 85, ""attack"": 125, ""defense"": 75, ""special-attack"": 40, ""special-defense"": 95}","Single Horn PokÃ©mon","Heracross has sharp claws on its feet. These are planted
firmly into the ground or the bark of a tree, giving the
PokÃ©mon a secure and solid footing to forcefully fling away
foes with its proud horn."
215,"Sneasel","[""ice"", ""dark""]",9.00,280.00,"[""pickpocket"", ""keen-eye"", ""inner-focus""]","[""ground""]","{""hp"": 55, ""speed"": 115, ""attack"": 95, ""defense"": 55, ""special-attack"": 35, ""special-defense"": 75}","Sharp Claw PokÃ©mon","It uses its claws to poke holes in eggs so it can
slurp out the insides. Breeders consider it a
scourge and will drive it away or eradicate it."
216,"Teddiursa","[""normal""]",6.00,88.00,"[""honey-gather"", ""quick-feet"", ""pickup""]","[""ground""]","{""hp"": 60, ""speed"": 40, ""attack"": 80, ""defense"": 50, ""special-attack"": 50, ""special-defense"": 50}","Little Bear PokÃ©mon","This PokÃ©mon likes to lick its palms that are sweetened by
being soaked in honey. Teddiursa concocts its own honey
by blending fruits and pollen collected by Beedrill."
217,"Ursaring","[""normal""]",18.00,1258.00,"[""unnerve"", ""quick-feet"", ""guts""]","[""ground""]","{""hp"": 90, ""speed"": 55, ""attack"": 130, ""defense"": 75, ""special-attack"": 75, ""special-defense"": 75}","Hibernator PokÃ©mon","In the forests inhabited by Ursaring, it is said that there are
many streams and towering trees where they gather food. This
PokÃ©mon walks through its forest gathering food every day."
218,"Slugma","[""fire""]",7.00,350.00,"[""weak-armor"", ""flame-body"", ""magma-armor""]","[""indeterminate""]","{""hp"": 40, ""speed"": 20, ""attack"": 40, ""defense"": 40, ""special-attack"": 70, ""special-defense"": 40}","Lava PokÃ©mon","Slugma does not have any blood in its body. Instead, intensely
hot magma circulates throughout this PokÃ©monâ€™s body,
carrying essential nutrients and oxygen to its organs."
219,"Magcargo","[""rock"", ""fire""]",8.00,550.00,"[""weak-armor"", ""flame-body"", ""magma-armor""]","[""indeterminate""]","{""hp"": 60, ""speed"": 30, ""attack"": 50, ""defense"": 120, ""special-attack"": 90, ""special-defense"": 80}","Lava PokÃ©mon","Magcargoâ€™s body temperature is approximately
18,000 degrees Fahrenheit. Water is vaporized on contact.
If this PokÃ©mon is caught in the rain, the raindrops instantly
turn into steam, cloaking the area in a thick fog."
220,"Swinub","[""ground"", ""ice""]",4.00,65.00,"[""thick-fat"", ""snow-cloak"", ""oblivious""]","[""ground""]","{""hp"": 50, ""speed"": 50, ""attack"": 50, ""defense"": 40, ""special-attack"": 30, ""special-defense"": 30}","Pig PokÃ©mon","Swinub roots for food by rubbing its snout against the ground.
Its favorite food is a mushroom that grows under the cover of
dead grass. This PokÃ©mon occasionally roots out hot springs."
221,"Piloswine","[""ground"", ""ice""]",11.00,558.00,"[""thick-fat"", ""snow-cloak"", ""oblivious""]","[""ground""]","{""hp"": 100, ""speed"": 50, ""attack"": 100, ""defense"": 80, ""special-attack"": 60, ""special-defense"": 60}","Swine PokÃ©mon","Piloswine is covered by a thick coat of long hair that enables
it to endure the freezing cold. This PokÃ©mon uses its tusks to
dig up food that has been buried under ice."
222,"Corsola","[""rock"", ""water""]",6.00,50.00,"[""regenerator"", ""natural-cure"", ""hustle""]","[""water3"", ""water1""]","{""hp"": 65, ""speed"": 35, ""attack"": 55, ""defense"": 95, ""special-attack"": 65, ""special-defense"": 95}","Coral PokÃ©mon","Pursued by Mareanie for the branches on its
head, this PokÃ©mon will sometimes snap its own
branches off as a diversion while it escapes."
223,"Remoraid","[""water""]",6.00,120.00,"[""moody"", ""sniper"", ""hustle""]","[""water2"", ""water1""]","{""hp"": 35, ""speed"": 65, ""attack"": 65, ""defense"": 35, ""special-attack"": 65, ""special-defense"": 35}","Jet PokÃ©mon","Remoraid sucks in water, then expels it at high velocity using
its abdominal muscles to shoot down flying prey. When
evolution draws near, this PokÃ©mon travels downstream
from rivers."
224,"Octillery","[""water""]",9.00,285.00,"[""moody"", ""sniper"", ""suction-cups""]","[""water2"", ""water1""]","{""hp"": 75, ""speed"": 45, ""attack"": 105, ""defense"": 75, ""special-attack"": 105, ""special-defense"": 75}","Jet PokÃ©mon","Octillery grabs onto its foe using its tentacles. This PokÃ©mon
tries to immobilize it before delivering the finishing blow. If the
foe turns out to be too strong, Octillery spews ink to escape."
225,"Delibird","[""flying"", ""ice""]",9.00,160.00,"[""insomnia"", ""hustle"", ""vital-spirit""]","[""ground"", ""water1""]","{""hp"": 45, ""speed"": 75, ""attack"": 55, ""defense"": 45, ""special-attack"": 65, ""special-defense"": 45}","Delivery PokÃ©mon","It has a generous habit of sharing its food with
people and PokÃ©mon, so itâ€™s always scrounging
around for more food."
226,"Mantine","[""flying"", ""water""]",21.00,2200.00,"[""water-veil"", ""water-absorb"", ""swift-swim""]","[""water1""]","{""hp"": 85, ""speed"": 70, ""attack"": 40, ""defense"": 70, ""special-attack"": 80, ""special-defense"": 140}","Kite PokÃ©mon","On sunny days, schools of Mantine can be seen elegantly
leaping over the seaâ€™s waves. This PokÃ©mon is not bothered
by the Remoraid that hitches rides."
227,"Skarmory","[""flying"", ""steel""]",17.00,505.00,"[""weak-armor"", ""sturdy"", ""keen-eye""]","[""flying""]","{""hp"": 65, ""speed"": 70, ""attack"": 80, ""defense"": 140, ""special-attack"": 40, ""special-defense"": 70}","Armor Bird PokÃ©mon","Its metal body is sturdy, but it does rust rather
easily. So on rainy days, this PokÃ©mon prefers
to stay put in its nest."
228,"Houndour","[""fire"", ""dark""]",6.00,108.00,"[""unnerve"", ""flash-fire"", ""early-bird""]","[""ground""]","{""hp"": 45, ""speed"": 65, ""attack"": 60, ""defense"": 30, ""special-attack"": 80, ""special-defense"": 50}","Dark PokÃ©mon","Houndour hunt as a coordinated pack. They communicate
with each other using a variety of cries to corner their prey.
This PokÃ©monâ€™s remarkable teamwork is unparalleled."
